State	Zip	Utility_Provider
NY	12106	Niagara Mohawk Power Corp.
NY	14770	Rochester Gas & Electric
NY	13753	Other
NY	11692	National Grid
NY	13807	New York State Electric & Gas (NYSEG)
NY	14174	New York Power Authority (NYPA)
NY	13308	Niagara Mohawk Power Corp.
NY	14721	Rochester Gas & Electric
NY	10305	Other
NY	12513	New York State Electric & Gas (NYSEG)
NY	13684	Other
NY	13904	Other
NY	12720	New York State Electric & Gas (NYSEG)
NY	11379	National Grid
NY	12993	New York State Electric & Gas (NYSEG)
NY	11003	Public Service Electric and Gas Company (PSE&G)
NY	14066	New York State Electric & Gas (NYSEG)
NY	12553	Central Hudson Gas & Electric
NY	11220	National Grid
NY	10303	Other
NY	14892	Ambit Energy
NY	13140	Rochester Gas & Electric
NY	14846	Rochester Gas & Electric
NY	10520	Consolidated Edison Company of New York (Con Edison)
NY	12789	New York State Electric & Gas (NYSEG)
NY	11230	Consolidated Edison Company of New York (Con Edison)
NY	13158	Other
NY	13078	National Grid
NY	11226	Other
NY	12458	Central Hudson Gas & Electric
NY	10460	Other
NY	12585	Central Hudson Gas & Electric
NY	11714	National Grid
NY	14809	Other
NY	11377	Other
NY	12525	Central Hudson Gas & Electric
NY	20165	A and N Electric Cooperative (ANEC)
NY	12764	New York Power Authority (NYPA)
NY	14519	Ambit Energy
NY	12508	Consolidated Edison Company of New York (Con Edison)
NY	11428	National Grid
NY	11691	National Grid
NY	12419	Central Hudson Gas & Electric
NY	11792	Public Service Electric and Gas Company (PSE&G)
NY	11726	Long Island Power Authority (LIPA)
NY	11416	Other
NY	11223	Consolidated Edison Company of New York (Con Edison)
NY	12456	Central Hudson Gas & Electric
NY	10501	New York State Electric & Gas (NYSEG)
NY	12425	Central Hudson Gas & Electric
NY	10591	Citizens Choice Energy Jamestown BPU
NY	12950	New York State Electric & Gas (NYSEG)
NY	12307	National Grid
NY	12855	National Grid
NY	13431	Ambit Energy
NY	10303	Consolidated Edison Company of New York (Con Edison)
NY	11305	Consolidated Edison Company of New York (Con Edison)
NY	12729	Orange & Rockland
NY	12023	National Grid
NY	13203	Albany Water Gas and Light Commission
NY	10302	National Grid
NY	14012	National Grid
NY	13335	New York State Electric & Gas (NYSEG)
NY	12022	Other
NY	13670	National Grid
NY	12047	Niagara Mohawk Power Corp.
NY	14534	Other
NY	11693	Other
NY	12137	National Grid
NY	13361	New York State Electric & Gas (NYSEG)
NY	11224	Consolidated Edison Company of New York (Con Edison)
NY	11763	Public Service Electric and Gas Company (PSE&G)
NY	10523	Green Island Power Authority
NY	12204	National Grid
NY	11366	Consolidated Edison Company of New York (Con Edison)
NY	13473	National Grid
NY	12451	Other
NY	11558	Long Island Power Authority (LIPA)
NY	14427	Other
NY	87002	PNM
NY	12188	Other
NY	12522	New York State Electric & Gas (NYSEG)
NY	10306	Other
NY	14141	National Grid
NY	13022	New York State Electric & Gas (NYSEG)
NY	14171	Other
NY	12185	Niagara Mohawk Power Corp.
NY	11010	Long Island Power Authority (LIPA)
NY	14453	Rochester Gas & Electric
NY	10923	Orange & Rockland
NY	13901	Ambit Energy
NY	14836	Rochester Gas & Electric
NY	12308	Other
NY	13126	New York State Electric & Gas (NYSEG)
NY	12809	National Grid
NY	14760	Ambit Energy
NY	11212	Consolidated Edison Company of New York (Con Edison)
NY	11418	Other
NY	14809	Ambit Energy
NY	14204	National Grid
NY	12970	National Grid
NY	14041	New York State Electric & Gas (NYSEG)
NY	14206	Albany Water Gas and Light Commission
NY	13346	Other
NY	11374	Ambit Energy
NY	10922	Orange & Rockland
NY	13039	IGS Energy
NY	12887	National Grid
NY	13350	Niagara Mohawk Power Corp.
NY	11550	National Grid
NY	11360	Consolidated Edison Company of New York (Con Edison)
NY	12065	Ambit Energy
NY	11713	Long Island Power Authority (LIPA)
NY	13157	Rochester Gas & Electric
NY	89441	NV Energy
NY	12824	National Grid
NY	12061	National Grid
NY	12306	Niagara Mohawk Power Corp.
NY	12167	National Grid
NY	11010	Other
NY	12931	National Grid
NY	13205	National Grid
NY	12196	National Grid
NY	11434	National Grid
NY	10027	Consolidated Edison Company of New York (Con Edison)
NY	12023	Other
NY	10469	New York State Electric & Gas (NYSEG)
NY	14605	Rochester Gas & Electric
NY	14201	Consolidated Edison Company of New York (Con Edison)
NY	12927	National Grid
NY	13435	National Grid
NY	12184	New York State Electric & Gas (NYSEG)
NY	12189	Ambit Energy
NY	8857	Jersey Central Power and Light Company
NY	11361	Albany Water Gas and Light Commission
NY	11356	Consolidated Edison Company of New York (Con Edison)
NY	11436	Ambit Energy
NY	11369	Albany Water Gas and Light Commission
NY	12086	Niagara Mohawk Power Corp.
NY	11214	Other
NY	11552	National Grid
NY	12303	Other
NY	11755	Long Island Power Authority (LIPA)
NY	11952	Public Service Electric and Gas Company (PSE&G)
NY	11420	Ambit Energy
NY	11426	New York State Electric & Gas (NYSEG)
NY	10035	IGS Energy
NY	14769	National Grid
NY	13207	Ambit Energy
NY	11717	National Grid
NY	12763	New York State Electric & Gas (NYSEG)
NY	11509	Long Island Power Authority (LIPA)
NY	12732	New York State Electric & Gas (NYSEG)
NY	12193	Central Hudson Gas & Electric
NY	12468	New York State Electric & Gas (NYSEG)
NY	11050	Public Service Electric and Gas Company (PSE&G)
NY	12412	Central Hudson Gas & Electric
NY	10457	Consolidated Edison Company of New York (Con Edison)
NY	11020	Public Service Electric and Gas Company (PSE&G)
NY	10303	Ambit Energy
NY	10567	Ambit Energy
NY	11934	Public Service Electric and Gas Company (PSE&G)
NY	14784	Niagara Mohawk Power Corp.
NY	13454	National Grid
NY	13034	New York State Electric & Gas (NYSEG)
NY	27855	Dominion North Carolina Power
NY	13324	New York State Electric & Gas (NYSEG)
NY	10304	Other
NY	11967	New York Power Authority (NYPA)
NY	13088	Other
NY	10455	Consolidated Edison Company of New York (Con Edison)
NY	11692	Other
NY	12149	National Grid
NY	12056	National Grid
NY	13148	Other
NY	11693	Consolidated Edison Company of New York (Con Edison)
NY	14785	National Grid
NY	13337	Other
NY	11963	Other
NY	10804	Other
NY	12860	Other
NY	11372	New York State Electric & Gas (NYSEG)
NY	11354	New York State Electric & Gas (NYSEG)
NY	11764	Public Service Electric and Gas Company (PSE&G)
NY	13367	Niagara Mohawk Power Corp.
NY	12883	Other
NY	11542	National Grid
NY	10511	Consolidated Edison Company of New York (Con Edison)
NY	12120	Central Hudson Gas & Electric
NY	10553	Central Hudson Gas & Electric
NY	11212	National Grid
NY	12125	New York State Electric & Gas (NYSEG)
NY	11436	Consolidated Edison Company of New York (Con Edison)
NY	14428	Niagara Mohawk Power Corp.
NY	11787	Long Island Power Authority (LIPA)
NY	12523	National Grid
NY	11106	Consolidated Edison Company of New York (Con Edison)
NY	10573	Central Hudson Gas & Electric
NY	11746	National Grid
NY	11010	Public Service Electric and Gas Company (PSE&G)
NY	11040	Long Island Power Authority (LIPA)
NY	12862	National Grid
NY	12469	Central Hudson Gas & Electric
NY	10963	Orange & Rockland
NY	12701	Other
NY	10305	Albany Water Gas and Light Commission
NY	10472	Other
NY	14226	New York State Electric & Gas (NYSEG)
NY	10469	Ambit Energy
NY	12009	Consolidated Edison Company of New York (Con Edison)
NY	10547	Consolidated Edison Company of New York (Con Edison)
NY	11702	Long Island Power Authority (LIPA)
NY	12123	Niagara Mohawk Power Corp.
NY	10591	Consolidated Edison Company of New York (Con Edison)
NY	11550	Public Service Electric and Gas Company (PSE&G)
NY	11727	National Grid
NY	11804	Public Service Electric and Gas Company (PSE&G)
NY	12751	New York State Electric & Gas (NYSEG)
NY	12198	National Grid
NY	12550	Other
NY	11413	Other
NY	10473	Other
NY	12857	National Grid
NY	10924	Orange & Rockland
NY	10506	Consolidated Edison Company of New York (Con Edison)
NY	12052	National Grid
NY	11720	Long Island Power Authority (LIPA)
NY	12019	New York State Electric & Gas (NYSEG)
NY	13610	National Grid
NY	11432	National Grid
NY	10526	New York State Electric & Gas (NYSEG)
NY	10969	Orange & Rockland
NY	11960	Long Island Power Authority (LIPA)
NY	12464	Central Hudson Gas & Electric
NY	11784	National Grid
NY	11003	National Grid
NY	14219	National Grid
NY	12046	Central Hudson Gas & Electric
NY	10458	Consolidated Edison Company of New York (Con Edison)
NY	12831	New York State Electric & Gas (NYSEG)
NY	11428	Consolidated Edison Company of New York (Con Edison)
NY	12482	Central Hudson Gas & Electric
NY	13626	National Grid
NY	12025	Niagara Mohawk Power Corp.
NY	10474	Consolidated Edison Company of New York (Con Edison)
NY	11703	National Grid
NY	10543	Other
NY	14740	National Grid
NY	11237	National Grid
NY	13144	Ambit Energy
NY	14042	National Grid
NY	10983	Orange & Rockland
NY	10314	Other
NY	12170	New York State Electric & Gas (NYSEG)
NY	12980	Niagara Mohawk Power Corp.
NY	13690	National Grid
NY	13477	Niagara Mohawk Power Corp.
NY	13668	Ambit Energy
NY	13136	New York State Electric & Gas (NYSEG)
NY	11249	National Grid
NY	14208	National Grid
NY	13132	National Grid
NY	14061	Other
NY	11412	New York Power Authority (NYPA)
NY	14714	Other
NY	10607	Consolidated Edison Company of New York (Con Edison)
NY	13624	Niagara Mohawk Power Corp.
NY	13101	Niagara Mohawk Power Corp.
NY	12542	Central Hudson Gas & Electric
NY	11577	Long Island Power Authority (LIPA)
NY	14009	Ambit Energy
NY	14870	Other
NY	12312	Other
NY	11746	Consolidated Edison Company of New York (Con Edison)
NY	12307	Other
NY	12832	Other
NY	11215	Other
NY	13622	Niagara Mohawk Power Corp.
NY	14814	New York State Electric & Gas (NYSEG)
NY	11416	National Grid
NY	14812	Other
NY	10471	Other
NY	11231	Albany Water Gas and Light Commission
NY	11933	Long Island Power Authority (LIPA)
NY	11358	New York Power Authority (NYPA)
NY	11693	New York State Electric & Gas (NYSEG)
NY	12856	National Grid
NY	11354	Other
NY	12589	Orange & Rockland
NY	11429	Other
NY	12578	Central Hudson Gas & Electric
NY	11942	Long Island Power Authority (LIPA)
NY	10927	Orange & Rockland
NY	11249	Consolidated Edison Company of New York (Con Edison)
NY	12110	Other
NY	11709	Long Island Power Authority (LIPA)
NY	10606	Consolidated Edison Company of New York (Con Edison)
NY	13072	New York State Electric & Gas (NYSEG)
NY	13339	Niagara Mohawk Power Corp.
NY	11378	New York State Electric & Gas (NYSEG)
NY	11725	Long Island Power Authority (LIPA)
NY	11789	Public Service Electric and Gas Company (PSE&G)
NY	11784	IGS Energy
NY	11764	Long Island Power Authority (LIPA)
NY	10923	Central Hudson Gas & Electric
NY	10926	Orange & Rockland
NY	11372	Other
NY	14871	Other
NY	10930	Central Hudson Gas & Electric
NY	12586	New York State Electric & Gas (NYSEG)
NY	11956	National Grid
NY	11423	New York State Electric & Gas (NYSEG)
NY	11753	New York Power Authority (NYPA)
NY	12033	National Grid
NY	13501	Albany Water Gas and Light Commission
NY	11756	National Grid
NY	11235	Other
NY	11742	National Grid
NY	11422	Other
NY	11590	National Grid
NY	10301	Massena Electric Department
NY	11417	New York State Electric & Gas (NYSEG)
NY	11577	Massena Electric Department
NY	11697	Other
NY	11716	Public Service Electric and Gas Company (PSE&G)
NY	11801	Other
NY	11957	Public Service Electric and Gas Company (PSE&G)
NY	11572	Public Service Electric and Gas Company (PSE&G)
NY	10461	Ambit Energy
NY	11355	Ambit Energy
NY	11223	Other
NY	11203	National Grid
NY	12956	National Grid
NY	11235	National Grid
NY	10453	Consolidated Edison Company of New York (Con Edison)
NY	14885	New York State Electric & Gas (NYSEG)
NY	11965	Public Service Electric and Gas Company (PSE&G)
NY	13215	Ambit Energy
NY	11417	National Grid
NY	11752	Long Island Power Authority (LIPA)
NY	11769	Long Island Power Authority (LIPA)
NY	14042	Niagara Mohawk Power Corp.
NY	11414	Other
NY	11418	Ambit Energy
NY	13074	Rochester Gas & Electric
NY	14221	Other
NY	14850	Other
NY	13625	National Grid
NY	12986	Other
NY	12734	Other
NY	6390	Groton Utilities
NY	11375	National Grid
NY	10989	Consolidated Edison Company of New York (Con Edison)
NY	13404	National Grid
NY	12477	Other
NY	11238	National Grid
NY	11361	Other
NY	11946	Ambit Energy
NY	11901	Long Island Power Authority (LIPA)
NY	11782	Long Island Power Authority (LIPA)
NY	10705	Other
NY	12457	New York State Electric & Gas (NYSEG)
NY	11222	Consolidated Edison Company of New York (Con Edison)
NY	11720	New York State Electric & Gas (NYSEG)
NY	11771	Public Service Electric and Gas Company (PSE&G)
NY	11720	Other
NY	14591	New York State Electric & Gas (NYSEG)
NY	11756	Long Island Power Authority (LIPA)
NY	11102	Consolidated Edison Company of New York (Con Edison)
NY	10583	Other
NY	12312	Ambit Energy
NY	12312	New York State Electric & Gas (NYSEG)
NY	10803	Consolidated Edison Company of New York (Con Edison)
NY	11577	National Grid
NY	11706	Public Service Electric and Gas Company (PSE&G)
NY	14066	Rochester Gas & Electric
NY	11717	IGS Energy
NY	11749	Long Island Power Authority (LIPA)
NY	11722	Public Service Electric and Gas Company (PSE&G)
NY	12518	Central Hudson Gas & Electric
NY	11722	Central Hudson Gas & Electric
NY	10454	Consolidated Edison Company of New York (Con Edison)
NY	11561	Long Island Power Authority (LIPA)
NY	12566	Central Hudson Gas & Electric
NY	11950	Public Service Electric and Gas Company (PSE&G)
NY	11791	Long Island Power Authority (LIPA)
NY	11757	Other
NY	11577	Other
NY	11368	National Grid
NY	11561	National Grid
NY	11010	Ambit Energy
NY	11373	Albany Water Gas and Light Commission
NY	11021	Long Island Power Authority (LIPA)
NY	14728	National Grid
NY	11791	National Grid
NY	10577	New York State Electric & Gas (NYSEG)
NY	11964	Long Island Power Authority (LIPA)
NY	11746	Other
NY	11579	Public Service Electric and Gas Company (PSE&G)
NY	11791	Other
NY	13810	New York State Electric & Gas (NYSEG)
NY	11385	Other
NY	12496	New York State Electric & Gas (NYSEG)
NY	10579	Central Hudson Gas & Electric
NY	11514	Public Service Electric and Gas Company (PSE&G)
NY	11798	Public Service Electric and Gas Company (PSE&G)
NY	11422	Ambit Energy
NY	14069	National Grid
NY	11980	Public Service Electric and Gas Company (PSE&G)
NY	12480	New York State Electric & Gas (NYSEG)
NY	11554	IGS Energy
NY	12812	National Grid
NY	10457	Public Service Electric and Gas Company (PSE&G)
NY	11717	Green Island Power Authority
NY	12523	New York State Electric & Gas (NYSEG)
NY	10507	Ambit Energy
NY	11783	Long Island Power Authority (LIPA)
NY	11942	Public Service Electric and Gas Company (PSE&G)
NY	14855	Other
NY	11560	Long Island Power Authority (LIPA)
NY	10459	Other
NY	11722	IGS Energy
NY	11105	Other
NY	11701	Public Service Electric and Gas Company (PSE&G)
NY	11770	Public Service Electric and Gas Company (PSE&G)
NY	11968	National Grid
NY	11793	Long Island Power Authority (LIPA)
NY	11729	Other
NY	14477	National Grid
NY	14208	Other
NY	10530	Consolidated Edison Company of New York (Con Edison)
NY	11218	National Grid
NY	13690	Niagara Mohawk Power Corp.
NY	10985	Orange & Rockland
NY	11954	Public Service Electric and Gas Company (PSE&G)
NY	14603	Niagara Mohawk Power Corp.
NY	10573	New York State Electric & Gas (NYSEG)
NY	11702	Public Service Electric and Gas Company (PSE&G)
NY	11715	Public Service Electric and Gas Company (PSE&G)
NY	11692	Long Island Power Authority (LIPA)
NY	11758	Other
NY	11767	National Grid
NY	12206	Albany Water Gas and Light Commission
NY	10517	Consolidated Edison Company of New York (Con Edison)
NY	14435	Niagara Mohawk Power Corp.
NY	11561	Other
NY	10528	Consolidated Edison Company of New York (Con Edison)
NY	11570	Public Service Electric and Gas Company (PSE&G)
NY	10917	Other
NY	12442	Central Hudson Gas & Electric
NY	11563	Long Island Power Authority (LIPA)
NY	11946	Long Island Power Authority (LIPA)
NY	11714	Public Service Electric and Gas Company (PSE&G)
NY	11791	Public Service Electric and Gas Company (PSE&G)
NY	12742	Other
NY	10801	New York State Electric & Gas (NYSEG)
NY	12592	Other
NY	7601	Public Service Electric and Gas Company (PSE&G)
NY	11742	Public Service Electric and Gas Company (PSE&G)
NY	11710	Public Service Electric and Gas Company (PSE&G)
NY	13052	National Grid
NY	11554	Ambit Energy
NY	11220	Other
NY	11729	IGS Energy
NY	12410	Public Service Electric and Gas Company (PSE&G)
NY	11369	Ambit Energy
NY	11024	Public Service Electric and Gas Company (PSE&G)
NY	11952	Long Island Power Authority (LIPA)
NY	11219	Consolidated Edison Company of New York (Con Edison)
NY	10452	Other
NY	11208	New York State Electric & Gas (NYSEG)
NY	14057	New York State Electric & Gas (NYSEG)
NY	11580	Other
NY	11236	New York State Electric & Gas (NYSEG)
NY	10314	Ambit Energy
NY	11717	Azure Mountain Power Co
NY	11001	New York Power Authority (NYPA)
NY	10930	Orange & Rockland
NY	10573	Other
NY	10512	Other
NY	11693	Long Island Power Authority (LIPA)
NY	10981	Orange & Rockland
NY	11415	Consolidated Edison Company of New York (Con Edison)
NY	12592	Central Hudson Gas & Electric
NY	10801	Other
NY	13669	Other
NY	12465	Other
NY	11803	Public Service Electric and Gas Company (PSE&G)
NY	10462	New York State Electric & Gas (NYSEG)
NY	11726	National Grid
NY	11220	New York State Electric & Gas (NYSEG)
NY	11730	Long Island Power Authority (LIPA)
NY	11385	New York State Electric & Gas (NYSEG)
NY	13732	Ambit Energy
NY	11953	Other
NY	11804	Long Island Power Authority (LIPA)
NY	11232	National Grid
NY	11776	Long Island Power Authority (LIPA)
NY	11581	National Grid
NY	10474	Albany Water Gas and Light Commission
NY	12070	Ambit Energy
NY	14150	New York State Electric & Gas (NYSEG)
NY	10805	Consolidated Edison Company of New York (Con Edison)
NY	11735	Other
NY	11780	Public Service Electric and Gas Company (PSE&G)
NY	11551	National Grid
NY	11777	Public Service Electric and Gas Company (PSE&G)
NY	10457	Other
NY	11442	Central Hudson Gas & Electric
